Species,J #,Tag #,DBH,GPS 1 (N),GPS 2 (E),Error,Mon/Year
Diospyros abyssinica,J1559,1128,38.5,205724,62195,4,Apr-16
Fagara angolensis,J1560,1106,31.4,205723,62186,3,Apr-16
Celtis durandii,J1562,9992,40.4,205724,62207,3,Apr-16
Olea welwitschii,J1564,7070,34.3,205725,62201,3,Apr-16
Fagara angolensis,J1565,1125,75.3,205730,62194,3,Apr-16
Ficus exasperata,J1567,632,23.3,205731,62200,3,Apr-16
Celtis africana,J1569,631,12.1,205730,62201,3,Apr-16
Celtis durandii,J1571,1103,28.2,205738,62205,3,Apr-16
Celtis durandii,J1573,7044,47.1,205736,62212,4,Apr-16
Celtis africana,J1575,630,12.1,205732,62211,3,Apr-16
Maesa lanceolata,J1577,5259,10.9,205731,62204,3,Apr-16
Celtis durandii,J1579,1127,13.5,205736,62202,3,Apr-16
Celtis africana,J1581,1147,12,205739,62196,3,Apr-16
Celtis durandii,J1582,1126,27,205740,62193,3,Apr-16
Diospyros abyssinica,J1584,1124,17.8,205738,62199,4,Apr-16
Polyscias fulva,J1585,1181,47.7,205743,62194,3,Apr-16
Celtis africana,J1587,7091,84.6,205740,62192,4,Apr-16
Celtis africana,J1589,7562,16.5,205734,62190,3,Apr-16
Celtis durandii,J1591,7566/9987,36.8,205740,62185,3,Apr-16
Celtis africana,J1593,1143,11.2,205742,62191,3,May-16
Funtumia,J1594,898,33.5,205739,62191,3,May-16
Fagara angolensis,J1596,1148,105.6,205735,62183,4,May-16
Maesa lanceolata,J1598,1138,33.4,205735,62179,4,May-16
Celtis durandii,J1600,1140,12.5,205734,62187,3,May-16
Neoboutonia,J1602,5260,11.2,205733,62180,4,May-16
Vangueria apiculata,J1604,1172,32.5,205732,62183,4,May-16
Fagara angolensis,J1605,1168,31.2,205730,62183,4,May-16
Celtis africana,J1607,7225,62.6,205729,62192,3,May-16
Fagara angolensis,J1608,5261,15.5,205729,62191,3,May-16
Maesa lanceolata,J1609,5262,15.2,205720,62187,4,May-16
Maesa lanceolata,J1611,1152,19.1,205717,62182,3,May-16
Celtis durandii,J1613,5263,15.2,205721,62184,4,May-16
Celtis durandii,J1615,7518,36.5,205732,62183,3,May-16
Celtis durandii,J1617,1158,17.3,205726,62185,3,May-16
Celtis durandii,J1619,7226,30.8,205722,62185,4,May-16
Celtis durandii,J1621,9986,57.5,205722,62180,3,May-16
Celtis africana,J1623,1156,33.4,205729,62184,4,May-16
Fagara angolensis,J1625,1192,21.5,205729,62178,4,May-16
Celtis durandii,J1626,7588,11.6,205731,62176,4,May-16
Passia americana,J1628,1169,12.8,205730,62177,3,May-16
Celtis durandii,J1630,1179,49.6,205736,62174,3,May-16
Passia americana,J1632,7754,16.2,205736,62175,3,May-16
Celtis durandii,J1633,1137,55.7,205735,62172,4,May-16
Maesa lanceolata,J1635,1160,19,205725,62171,3,May-16
Celtis durandii,J1638,1136,12,205724,62174,3,May-16
Maesa lanceolata,J1640,5264,18.5,205718,62176,3,May-16
Celtis africana,J1642,5265,67,205733,62163,3,May-16
Passia americana,J1644,5266,136.3,205748,62169,3,May-16
Bridelia micrantha,J1645,9223,96.4,205734,62131,3,May-16
Aphania senegalensis,J1646,5267,10.7,205737,62133,3,May-16
Canarium schweinfurthii,J1647,772,58.3,205749,62127,3,May-16
Cordia millenii,J1648,771,92.8,205752,62125,3,May-16
Neoboutonia macrocalyx,J1650,724,22.1,205737,62127,3,May-16
Newtonia buchananii,J1652,5270,10.5,205740,62119,3,May-16
Bridelia micrantha,J1653,7701,29.8,205733,62112,3,May-16
Spathodea companulata,J1654,5271/0213,51.1,205745,62113,3,May-16
Spathodea companulata,J1655,5273,17.2,205708,62111,3,May-16
Blighia unijugata,J1657,5272,30.8,205748,62108,3,May-16
Fagara angolensis,J1658,5274,38,205749,62095,3,May-16
Inobotria japanica,J1660,5275,44.7,205733,62110,4,May-16
Cordia millenii,J1662,5276,61.5,205762,62103,3,May-16
Cordia millenii,J1663,5277,33.7,205770,62109,3,May-16
Aleurites mollocana,J1665,799,35.3,205745,62067,3,May-16
Cordia millenii,J1667,800,30.3,205748,62063,3,May-16
Dracaena steudneri,J1668,5281,170.1,205754,62068,3,May-16
Diospyros abyssinica,J1670,1396,20.3,205739,62052,3,May-16
Diospyros abyssinica,J1672,5282,22.6,205739,62052,3,May-16
Erythrina abyssinica,J1674,5283,45,205746,62050,3,May-16
Trema orientalis,J1675,9828/5284,24,205720,62064,3,May-16
Croton megalocarpus,J1677,5285,16.5,205720,62053,3,May-16
Croton megalocarpus,J1679,5286,12.8,205718,62045,3,May-16
Cordia millenii,J1681,5289,44.6,205745,62041,3,May-16
Uvariopsis congensis,J1683,5290,14,205739,62044,3,May-16
Dracaena steudneri,J1685,5291,136.3,205743,62044,3,May-16
Cordia abyssinica,J1687,5292,60.3,205734,62032,3,May-16
Milletia dura,J1688,5293,18.4,205737,62033,3,May-16
Bridelia micrantha,J1690,5294,11.5,205729,62036,3,May-16
Pittosporum mannii,J1692,790,14.3,205769,62080,3,May-16
Celtis africana,J1694,5295,12.5,205772,62076,3,May-16
Aleurites,J1695,795,48.4,205770,62071,3,May-16
Mangitera indica,J1697,5298,13.7,205767,62072,3,May-16
Maesa lanceolata,J1699,713,59,205773,62076,3,May-16
Albizia grandibracteata,J1701,5299,24.9,205774,62077,3,May-16
Albizia grandibracteata,J1703,791,13.3,205786,62076,3,May-16
Albizia grandibracteata,J1705,712,18.1,205772,62073,3,May-16
Pittosporum mannii,J1707,5300,12.6,205774,62069,3,May-16
Pittosporum mannii,J1709,711,14,205772,62069,3,May-16
Erythrina abyssinica,J1711,5301,11.1,205767,62070,3,May-16
Erythrina abyssinica,J1713,5304,13,205769,62069,3,May-16
Dracaena steudneri,J1715,5303,17.6,205768,62068,3,May-16
Dracaena steudneri,J1717,5302,61.1,205769,62067,3,May-16
Passia americana,J1719,714,33.4,205782,62076,3,May-16
Passia americana,J1721,868,38.6,205782,62072,3,May-16
Diospyros abyssinica,J1723,5305,28.4,205768,62047,3,May-16
Spathodea companulata,J1725,3448,76.3,205781,62029,3,May-16
Milletia dura,J1727,5306,15.5,205767,62032,3,May-16
Celtis durandii,J1729,5307,18.2,205765,62030,3,May-16
Celtis durandii,J1731,5308,12.7,205766,62027,3,May-16
Fagara angolensis,J1733,5309,17.5,205748,62014,3,May-16
Cordia millenii,J1735,3450,69,205756,62006,3,May-16
Pseudospondias  microcarpa,J1736,801,45,205763,61983,3,May-16
Fagara angolensis,J1738,897,49.6,205762,61994,3,May-16
Olea welwitschii,J1740,4357,54.1,205747,61968,3,May-16
Neoboutonia macrocalyx,J1742,3460,43.2,205736,61961,3,May-16
Funtumia,J1744,5312,43.5,205724,61949,3,May-16
Linociera johnsonii,J1746,5314,53.7,205700,61948,3,May-16
Neoboutonia macrocalyx,J1748,5315,41.5,205696,61959,3,May-16
Bridelia micrantha,J1750,3465,27.8,205710,61971,3,May-16
Spathodea companulata,J1751,3471,37.3,205691,61954,3,May-16
Funtumia,J1753,3469,95.3,205696,61978,3,May-16
Spathodea companulata,J1755,7452,71.6,205701,61986,3,May-16
Spathodea companulata,J1757,3466,58.6,205702,61977,3,May-16
Spathodea companulata,J1760,3467,72,205712,61987,3,May-16
Spathodea companulata,J1762,3468,60.4,205723,62009,3,May-16
Celtis durandii,J3286,,21,206218,62096,7,Oct-16
Bosquiea phoberos,J3287,,14.5,206230,62082,6,Oct-16
Bosquiea phoberos,J3288,,10.8,206233,62082,6,Oct-16
Chaetacme aristata,J3289,,28,206230,62081,5,Oct-16
Celtis durandii,J3290,,31.6,206228,62076,6,Oct-16
Bosquiea phoberos,J3291,,12.3,206229,62070,6,Oct-16
Celtis durandii,J3292,,25,206237,62080,5,Oct-16
Strombosia scheffleri,J3293,,52.1,206237,62077,5,Oct-16
Bosquiea phoberos,J3294,,16.1,206234,62076,5,Oct-16
Parinari excelsa,J3295,,21.8,206237,62085,6,Oct-16
Bosquiea phoberos,J3296,,12.7,206237,62089,6,Oct-16
Oxyanthus,J3297,,13.8,206235,62089,7,Oct-16
Ficus brachylepis,J3298,,74.2,206240,62091,7,Oct-16
Bosquiea phoberos,J3299,,13.2,206245,62089,7,Oct-16
Chaetacme aristata,J3300,,NA,206242,62093,7,Oct-16
Oxyanthus,J3301,,12.6,206242,62096,5,Oct-16
Chrosophyllum albidum,J3302,746,40,206238,62098,6,Oct-16
Strombosia scheffleri,J3303,,23.5,206245,62098,7,Oct-16
Leptonychia mildbraedii,J3304,,11.6,206248,62088,7,Oct-16
Uvariopsis Congensis,J3305,,32.6,206240,62093,7,Oct-16
Strombosia scheffleri,J3306,521,25.9,206256,62093,6,Oct-16
Symphonia globulifera,J3307,,20.8,206254,62092,7,Oct-16
Celtis durandii,J3308,,57.9,206264,62096,8,Oct-16
Uvariopsis Congensis,J3309,,17.9,206263,62087,7,Oct-16
Uvariopsis Congensis,J3310,,11.5,206266,62093,5,Oct-16
Bosquiea phoberos,J3311,,14.3,206259,62086,6,Oct-16
Antiaris Toxicaria,J3312,,11.5,206257,62088,6,Oct-16
Bosquiea phoberos,J3313,,11,206256,62082,7,Oct-16
Beilschmiedia ugandensis,J3314,,13.3,206257,62086,8,Oct-16
Bosquiea phoberos,J3315,,10.4,206256,62089,8,Oct-16
Bosquiea phoberos,J3316,,14.5,206264,62088,8,Oct-16
Bosquiea phoberos,J3317,,20.6,206266,62074,6,Oct-16
Markhamia platycalyx,J3318,,15.6,206265,62078,9,Oct-16
Markhamia platycalyx,J3319,,12,206259,62077,7,Oct-16
Bosquiea phoberos,J3320,,15,206260,62072,7,Oct-16
Bosquiea phoberos,J3321,,21.9,206259,62069,7,Oct-16
Bosquiea phoberos,J3322,,16.2,206249,62059,5,Oct-16
Celtis durandii,J3323,,11.4,206255,62064,6,Oct-16
Phyllanthus ovalifolia,J3324,,11.9,206265,62067,6,Oct-16
Celtis africana,J3325,,25.1,206264,62068,6,Oct-16
Bosquiea phoberos,J3326,,12.7,206261,62064,7,Oct-16
Markhamia platycalyx,J3327,,30.9,206261,62064,7,Oct-16
Chaetacme aristata,J3328,,11.5,206268,62068,6,Oct-16
Bosquiea phoberos,J3329,,16,206276,62058,9,Oct-16
Bosquiea phoberos,J3330,,11.7,206265,62061,6,Oct-16
Bosquiea phoberos,J3331,,10.7,206260,62057,5,Oct-16
Uvariopsis Congensis,J3332,,11.5,206264,62056,5,Oct-16
Funtumia,J3333,,47.3,206268,62066,7,Oct-16
Teclea nobilis,J3334,,10.1,206279,62064,9,Oct-16
Bosquiea phoberos,J3335,,19.8,206278,62064,8,Oct-16
Bosquiea phoberos,J3336,,16,206275,62054,6,Oct-16
Chaetacme aristata,J3337,1223,61.3,206273,62056,6,Oct-16
Bosquiea phoberos,J3338,,15.1,206267,62056,6,Oct-16
Bosquiea phoberos,J3339,,14,206268,62057,6,Oct-16
Bosquiea phoberos,J3340,,19.5,206272,62065,6,Oct-16
Bosquiea phoberos,J3341,,17.2,206274,62064,7,Oct-16
Beilschmiedia ugandensis,J3342,,17,206272,62071,6,Oct-16
Markhamia platycalyx,J3343,,10.3,206272,62077,7,Oct-16
Funtumia elastica,J3344,,43.8,206281,62072,6,Oct-16
Bosquiea phoberos,J3345,,16.3,206266,62068,7,Oct-16
Bosquiea phoberos,J3346,,14.6,206265,62077,8,Oct-16
Aphania Senegalensis,J3347,,19.7,206272,62075,7,Oct-16
Celtis africana,J3348,,21,206273,62078,7,Oct-16
Celtis durandii,J3349,,40.3,206267,62074,7,Oct-16
Funtumia,J3350,,11.5,206270,62073,7,Oct-16
Bosquiea phoberos,J3351,,12.7,206262,62075,7,Oct-16
Bosquiea phoberos,J3352,,13.6,206262,62071,6,Oct-16
Bosquiea phoberos,J3353,,11.4,206266,62070,6,Oct-16
Ficus exasperata,J3354,,31.3,206267,62078,6,Oct-16
Bosquiea phoberos,J3355,,12.8,206272,62068,8,Oct-16
Bosquiea phoberos,J3356,,16,206273,62065,7,Oct-16
Chaetacme aristata,J3357,,11.4,206266,62063,8,Oct-16
Pancovia turbinata,J3358,,24.4,206265,62050,5,Oct-16
Uvariopsis Congensis,J3359,,13.5,206267,62046,6,Oct-16
Strombosia scheffleri,J3360,,25.2,206276,62057,5,Oct-16
Uvariopsis Congensis,J3361,,15,206277,62053,6,Oct-16
Leptonychia mildbraedii,J3362,,15.7,206281,62053,7,Oct-16
Chaetacme aristata,J3363,,18,206270,62057,7,Oct-16
Ficus brachylepis,J3364,1466,NA,206269,62056,7,Oct-16
Uvariopsis Congensis,J3365,,10.2,206272,62052,7,Oct-16
Bosquiea phoberos,J3366,,15.1,206272,62055,6,Oct-16
Funtumia,J3367,,16.8,206274,62054,6,Oct-16
Bosquiea phoberos,J3368,,22.4,206280,62050,6,Oct-16
Mimusops bagshaweii,J3369,,26.7,206280,62048,6,Oct-16
Chaetacme aristata,J3370,,14,206278,62058,7,Oct-16
Bosquiea phoberos,J3371,,17.3,206278,62049,7,Oct-16
Leptonychia mildbraedii,J3372,,14,206279,62051,7,Oct-16
Bosquiea phoberos,J3373,,10.8,206276,62051,7,Oct-16
Neoboutonia macrocalyx,J3374,,19.5,206281,62055,6,Oct-16
Leptonychia mildbraedii,J3375,,11.2,206284,62057,7,Oct-16
Funtumia,J3376,,15.2,206281,62054,7,Oct-16
Funtumia,J3377,,15.1,206293,62050,7,Oct-16
Fagaropsis angolensis,J3378,,14.7,206289,62050,6,Oct-16
Bosquiea phoberos,J3379,,12,206288,62051,6,Oct-16
Bosquiea phoberos,J3380,,12,206283,62054,6,Oct-16
Bosquiea phoberos,J3381,,12.8,206278,62053,6,Oct-16
Uvariopsis congensis,J3382,,28.1,206280,62053,6,Oct-16
Leptonychia mildbraedii,J3383,,11.4,206280,62046,6,Oct-16
Leptonychia mildbraedii,J3384,,17.5,206278,62050,6,Oct-16
Markhamia platycalyx,J3385,,43.7,206278,62048,5,Oct-16
Bosquiea phoberos,J3386,,18.8,206278,62050,5,Oct-16
Bosquiea phoberos,J3387,,12.2,206287,62049,7,Oct-16
Diospyros abyssinica,J3388,,42,206288,62046,5,Oct-16
Bosquiea phoberos,J3389,,10.2,206294,62046,6,Oct-16
Bosquiea phoberos,J3390,,13.2,206288,62049,6,Oct-16
Funtumia,J3391,,11,206298,62044,5,Oct-16
Bosquiea phoberos,J3392,,11,206270,62047,5,Oct-16
Leptonychia mildbraedii,J3393,,11.7,206278,62045,6,Oct-16
Bosquiea phoberos,J3394,,13.4,206269,62041,5,Oct-16
Leptonychia mildbraedii,J3395,,17.3,206272,62042,5,Oct-16
Bosquiea phoberos,J3396,,27.5,206274,62041,5,Oct-16
Leptonychia mildbraedii,J3397,,10.8,206272,62048,7,Oct-16
Bosquiea phoberos,J3398,,15,206273,62044,5,Oct-16
Strombosia scheffleri,J3399,,25.7,206275,62040,5,Oct-16
Bosquiea phoberos,J3400,,14.2,206279,62035,6,Oct-16
Teclea nobilis,J3401,,10.2,206280,62035,6,Oct-16
Funtumia,J3402,,16.9,206281,62038,6,Oct-16
Pancovia turbinata,J3403,,10.6,206282,62038,6,Oct-16
Bosquiea phoberos,J3404,,11,206280,62034,7,Oct-16
Bosquiea phoberos,J3405,,18.4,206275,62034,7,Oct-16
Funtumia,J3406,,15.6,206273,62035,7,Oct-16
Chaetacme aristata,J3407,,33.8,206271,62028,6,Oct-16
Bosquiea phoberos,J3408,,16.4,206288,62036,8,Oct-16
Strombosia scheffleri,J3409,,23.9,206287,62040,8,Oct-16
Bosquiea phoberos,J3410,,16.1,206289,62035,8,Oct-16
Bosquiea phoberos,J3411,,12.1,206296,62046,7,Oct-16
Funtumia,J3412,,15.5,206288,62037,6,Oct-16
Bosquiea phoberos,J3413,,18.6,206272,62022,8,Oct-16
Bosquiea phoberos,J3414,,13.1,206281,62029,8,Oct-16
Bosquiea phoberos,J3415,,14.2,206280,62027,6,Oct-16
Bosquiea phoberos,J3416,,11.8,206281,62034,7,Oct-16
Celtis durandii,J3417,,22.4,206283,62033,7,Oct-16
Bosquiea phoberos,J3418,,19.7,206279,62026,7,Oct-16
Leptonychia mildbraedii,J3419,,13,206272,62026,7,Oct-16
Bosquiea phoberos,J3420,,18.6,206271,62024,6,Oct-16
Bosquiea phoberos,J3421,,14.8,206272,62021,6,Oct-16
Leptonychia mildbraedii,J3422,,15.6,206273,62019,6,Oct-16
Bosquiea phoberos,J3423,,17.8,206286,62013,5,Oct-16
Bosquiea phoberos,J3424,,16.4,206282,62014,5,Oct-16
Bosquiea phoberos,J3425,,12.5,206288,62017,7,Oct-16
Bosquiea phoberos,J3426,,12.8,206292,62013,7,Oct-16
Markhamia platycalyx,J3427,,38.4,206282,62015,6,Oct-16
Bosquiea phoberos,J3428,,15.7,206281,62020,4,Oct-16
Bosquiea phoberos,J3429,,12.1,206284,62023,5,Oct-16
Teclea nobilis,J3430,,10.6,206292,62013,6,Oct-16
Bosquiea phoberos,J3431,,14.6,206293,62018,5,Oct-16
Markhamia platycalyx,J3432,,19,206298,62015,7,Oct-16
Bosquiea phoberos,J3433,,15.7,206290,62020,7,Oct-16
Celtis durandii,J3434,,33.8,206291,62024,7,Oct-16
Bosquiea phoberos,J3435,,13.8,206294,62018,5,Oct-16
Bosquiea phoberos,J3436,,10.9,206299,62022,4,Oct-16
Strombosia scheffleri,J3437,,11.9,206304,62024,5,Oct-16
Bosquiea phoberos,J3438,,13.8,206303,62023,7,Oct-16
Cassipourea ruwensorensis,J3439,,13.4,206291,62024,7,Oct-16
Funtumia,J3440,,28,206280,62033,7,Oct-16
Ficus exasperata,J3441,,49,206297,62026,5,Oct-16
Bosquiea phoberos,J3442,,16.3,206299,62028,5,Oct-16
Bosquiea phoberos,J3443,,14.5,206294,62032,6,Oct-16
Bosquiea phoberos,J3444,,22.9,206303,62026,6,Oct-16
Diospyros abyssinica,J3445,,73.5,206300,62028,6,Oct-16
Leptonychia mildbraedii,J3446,,13.5,206303,62031,6,Oct-16
Bosquiea phoberos,J3447,,13.6,206308,62029,6,Oct-16
Celtis durandii,J3448,,11.6,206307,62033,6,Oct-16
Bosquiea phoberos,J3449,,15.4,206300,62038,7,Oct-16
Leptonychia mildbraedii,J3450,,11,206302,62031,4,Oct-16
Bosquiea phoberos,J3451,,12.1,206300,62033,4,Oct-16
Dombeya mukole,J3452,,38.2,206298,62034,4,Oct-16
Antiaris toxicaria,J3453,,13.7,206300,62035,5,Oct-16
Monodora myristica,J3454,,13.7,206300,62035,5,Oct-16
Bosquiea phoberos,J3455,,13.8,206314,62029,5,Oct-16
Strombosia scheffleri,J3456,,12.9,206308,62020,7,Oct-16
Bosquiea phoberos,J3457,,16,206310,62021,6,Oct-16
Bosquiea phoberos,J3458,,20.5,206312,62023,5,Oct-16
Markhamia platycalyx,J3459,,17,206311,62022,4,Oct-16
Cordia abyssinica,J3460,,38.1,206318,62021,4,Oct-16
Lovoa,J3461,,10.1,206313,62015,4,Oct-16
Bosquiea phoberos,J3462,,18.5,206303,62020,7,Oct-16
Bosquiea phoberos,J3463,,14.8,206302,62018,6,Oct-16
Bosquiea phoberos,J3464,,11.5,206306,62022,6,Oct-16
Teclea nobilis,J3465,,10.3,206305,62025,6,Oct-16
Bosquiea phoberos,J3466,,32.6,206304,62025,6,Oct-16
Bosquiea phoberos,J3467,,11.2,206304,62018,6,Oct-16
Bosquiea phoberos,J3468,,13.9,206305,62016,6,Oct-16
Celtis africana,J3469,,12.7,206300,62015,6,Oct-16
Bosquiea phoberos,J3470,,10.2,206295,62011,7,Oct-16
Bosquiea phoberos,J3471,,10,206288,62009,6,Oct-16
Leptonychia mildbraedii,J3472,,12.9,206287,62006,6,Oct-16
Celtis durandii,J3473,,33.7,206299,62009,6,Oct-16
Leptonychia mildbraedii,J3474,,11.9,206294,62007,7,Oct-16
Bosquiea phoberos,J3475,,12.3,206290,62004,7,Oct-16
Teclea nobilis,J3476,,15.4,206292,62002,8,Oct-16
Leptonychia mildbraedii,J3477,,10,206292,62009,6,Oct-16
Celtis africana,J3478,,27.5,206291,62002,6,Oct-16
Celtis durandii,J3479,,30,206287,61998,6,Oct-16
Bosquiea phoberos,J3480,,18.7,206280,61994,7,Oct-16
Celtis africana,J3481,,42.7,206287,62002,6,Oct-16
Bosquiea phoberos,J3482,,10.8,206286,62006,6,Oct-16
Bosquiea phoberos,J3483,,14.1,206285,62006,5,Oct-16
Bosquiea phoberos,J3484,,12.8,206280,62005,5,Oct-16
Markhamia platycalyx,J3485,,15.3,206278,61998,6,Oct-16
Funtumia,J3486,,23.5,206278,61998,6,Oct-16
Bosquiea phoberos,J3487,,16.7,206276,61999,6,Oct-16
Funtumia elastica,J3488,,59.1,206284,61997,6,Oct-16
Bosquiea phoberos,J3489,,25.8,206281,62005,5,Oct-16
Diospyros abyssinica,J3490,,38.1,206278,62007,6,Oct-16
Leptonychia mildbraedii,J3491,,12.6,206280,62011,7,Oct-16
Funtumia elastica,J3492,,56.2,206271,62011,7,Oct-16
Funtumia,J3493,,15.8,206275,62014,7,Oct-16
Leptonychia mildbraedii,J3494,,12.9,206272,62007,7,Oct-16
Bosquiea phoberos,J3495,,13.4,206273,62008,8,Oct-16
Strombosia scheffleri,J3496,,26.3,206271,62017,6,Oct-16
Uvariopsis congensis,J3497,,27.7,206271,62015,5,Oct-16
Bosquiea phoberos,J3498,,11.7,206268,62009,5,Oct-16
Uvariopsis congensis,J3499,,27.4,206267,62008,4,Oct-16
Bosquiea phoberos,J3500,,10.6,206268,62012,4,Oct-16
Celtis durandii,J3501,,17,206278,62005,6,Oct-16
Bosquiea phoberos,J3502,,25.3,206276,62004,6,Oct-16
Bosquiea phoberos,J3503,,11.4,206272,62002,7,Oct-16
Pseudospondias  microcarpa,J3504,,12.5,206272,62000,6,Oct-16
Bosquiea phoberos,J3505,,16.4,206271,62010,6,Oct-16
Bosquiea phoberos,J3506,,16.3,206269,62012,5,Oct-16
Aphania Senegalensis,J3507,,34.2,206266,62010,6,Oct-16
Bosquiea phoberos,J3508,,11.3,206272,62015,7,Oct-16
Chaetacme aristata,J3509,,20.9,206268,62019,6,Oct-16
Pterygota mildbraedii,J3510,,372.9,206260,62021,6,Oct-16
Bosquiea phoberos,J3511,,19.4,206265,62019,5,Oct-16
Uvariopsis congensis,J3512,,21.2,206270,62019,5,Oct-16
Celtis africana,J3513,,51.7,206268,62021,5,Oct-16
Bosquiea phoberos,J3514,,11.1,206270,62023,6,Oct-16
Uvariopsis congensis,J3515,,23.8,206270,62024,5,Oct-16
Bosquiea phoberos,J3516,,12.2,206272,62026,5,Oct-16
Bosquiea phoberos,J3517,,13.3,206263,62024,5,Oct-16
Strombosia scheffleri,J3518,,10.1,206264,62021,5,Oct-16
Uvariopsis congensis,J3519,,12.5,206263,62005,5,Oct-16
Bosquiea phoberos,J3520,,14.6,206259,62008,6,Oct-16
Bosquiea phoberos,J3521,,10.9,206254,62011,6,Oct-16
Bosquiea phoberos,J3522,,13,206259,62006,6,Oct-16
Uvariopsis congensis,J3523,,23,206262,62020,6,Oct-16
Bosquiea phoberos,J3524,,15.8,206258,62023,5,Oct-16
Bosquiea phoberos,J3525,,19.7,206257,62020,6,Oct-16
Bosquiea phoberos,J3526,,13.6,206257,62022,6,Oct-16
Bosquiea phoberos,J3527,,25.1,206254,62021,7,Oct-16
Funtumia elastica,J3528,,48,206249,62021,6,Oct-16
Chaetacme aristata,J3529,,33.7,206257,62015,6,Oct-16
Bosquiea phoberos,J3530,,11,206259,62019,6,Oct-16
Uvariopsis congensis,J3531,,15.4,206254,62019,5,Oct-16
Bosquiea phoberos,J3532,,12.5,206250,62018,7,Oct-16
Ficus exasperata,J3533,A7795,142.1,206258,62025,5,Oct-16
Uvariopsis congensis,J3534,,19,206253,62023,5,Oct-16
Leptonychia mildbraedii,J3535,,14.6,206250,62026,3,Oct-16
Bosquiea phoberos,J3536,,10.2,206253,62030,4,Oct-16
Pancovia turbinata,J3537,,10,206255,62033,4,Oct-16
Bosquiea phoberos,J3538,,14.2,206256,62032,5,Oct-16
Uvariopsis congensis,J3539,,17,206259,62033,5,Oct-16
Bosquiea phoberos,J3540,,12.2,206264,62037,5,Oct-16
Bosquiea phoberos,J3541,,13,206262,62038,6,Oct-16
Uvariopsis congensis,J3542,,22.4,206267,62042,5,Oct-16
Funtumia,J3543,,13.6,206268,62043,5,Oct-16
Uvariopsis congensis,J3544,,15,206265,62041,5,Oct-16
Uvariopsis congensis,J3545,,10.7,206267,62047,5,Oct-16
Trema orientalis,J3546,,11.5,206268,62032,5,Oct-16
NA,J3547,,10.5,206243,62017,7,Oct-16
Bosquiea phoberos,J3548,,15,206253,62020,7,Oct-16
Bosquiea phoberos,J3549,,13.4,206238,62011,7,Oct-16
Bosquiea phoberos,J3550,,11.2,206231,62015,7,Oct-16
Casearia runssorica,J3551,,15,206235,62014,7,Oct-16
Mimusops bagshaweii,J3552,,198.5,206242,62029,8,Oct-16
Bosquiea phoberos,J3553,,11.5,206239,62022,6,Oct-16
Strombosia scheffleri,J3554,,58.7,206253,62032,7,Oct-16
Bosquiea phoberos,J3555,,12.5,206232,62011,8,Oct-16
Celtis durandii,J3556,,40.5,206230,62014,8,Oct-16
Funtumia elastica,J3557,,65.2,206224,62015,8,Oct-16
Bosquiea phoberos,J3558,,18.7,206227,62018,8,Oct-16
Leptonychia mildbraedii,J3559,,24.8,206234,62015,5,Oct-16
Bosquiea phoberos,J3560,,10.3,206239,62017,5,Oct-16
Bosquiea phoberos,J3561,,10,206229,62021,6,Oct-16
Funtumia elastica,J3562,,34.8,206230,62020,5,Oct-16
Albizia grandibracteata,J3563,,17.4,206235,62021,6,Oct-16
Leptonychia mildbraedii,J3564,,10,206231,62023,7,Oct-16
Bosquiea phoberos,J3565,,12.5,206238,62012,7,Oct-16
Markhamia platycalyx,J3566,,20.4,206232,62016,6,Oct-16
Celtis durandii,J3567,,31.2,206232,62019,6,Oct-16
Uvariopsis congensis,J3568,,10.3,206229,62016,7,Oct-16
Bosquiea phoberos,J3569,,10.3,206228,62012,7,Oct-16
Bosquiea phoberos,J3570,,10,206222,62019,5,Oct-16
Funtumia,J3571,,19.2,206223,62018,5,Oct-16
Funtumia elastica,J3572,,28.2,206221,62021,6,Oct-16
Leptonychia mildbraedii,J3573,,11.3,206218,62018,6,Oct-16
Oxyanthus,J3574,,11,206217,62011,6,Oct-16
Mimusops bagshaweii,J3575,,10.8,206223,62021,5,Oct-16
